                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                  1.187,                 1.1881,                 1.4893,                0.85794,                0.78121,                0.86904,                0.61099,                 1.0803,                 1.1838,                 1.4846,               0.001604,               0.001604,               0.001604
                     12,                 1.1687,                 1.0568,                 1.4773,                0.79225,                0.81095,                0.85421,                0.59962,                 1.1008,                0.95259,                 1.4337,              0.0015644,              0.0015644,              0.0015644
                     13,                 1.1588,                 1.0543,                 1.4316,                0.82231,                0.75124,                 0.8434,                0.58049,                 1.1608,                 1.0013,                 1.5879,              0.0015248,              0.0015248,              0.0015248
                     14,                 1.0921,                 1.0135,                 1.4061,                0.79468,                0.84577,                0.87334,                0.60939,                 1.0728,                0.92429,                 1.5016,              0.0014852,              0.0014852,              0.0014852
                     15,                  1.092,                0.98171,                 1.4169,                0.75781,                0.74724,                0.81969,                0.59293,                 1.1193,                  1.016,                 1.5017,              0.0014456,              0.0014456,              0.0014456
                     16,                 1.1352,                0.95689,                  1.422,                0.81074,                0.76723,                0.84955,                0.60816,                 1.0593,                 0.9164,                  1.451,               0.001406,               0.001406,               0.001406
                     17,                 1.0532,                0.90847,                 1.3412,                  0.898,                0.83223,                0.88886,                0.63389,                 1.0522,                   0.83,                 1.4544,              0.0013664,              0.0013664,              0.0013664
                     18,                 1.0552,                0.88752,                 1.3734,                0.81913,                0.78859,                0.87608,                0.64905,                 1.0014,                0.83574,                 1.3887,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.0073,                0.89995,                 1.3304,                0.89379,                0.77114,                0.89386,                0.62954,                 1.0607,                 0.8301,                 1.4107,              0.0012872,              0.0012872,              0.0012872
                     20,                 1.0777,                0.91851,                 1.3787,                0.75154,                0.80597,                0.85527,                0.61127,                 1.0266,                0.91985,                 1.4218,              0.0012476,              0.0012476,              0.0012476
                     21,                  1.012,                0.85354,                 1.3264,                0.83433,                0.87691,                0.90808,                0.65077,                 1.0004,                0.73688,                 1.4512,               0.001208,               0.001208,               0.001208
                     22,                 1.0396,                0.89178,                 1.3401,                0.92693,                0.78109,                0.90693,                0.66298,                0.97612,                0.78199,                 1.4017,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.0078,                0.87216,                  1.337,                0.83134,                0.77114,                0.86669,                0.62892,                  0.977,                0.84527,                 1.4064,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.0077,                0.83558,                 1.3375,                0.79767,                0.78607,                0.85964,                0.61759,                0.96666,                0.82911,                 1.3756,              0.0010892,              0.0010892,              0.0010892
                     25,                  1.049,                0.84418,                 1.3732,                0.90065,                 0.8408,                0.90473,                0.66583,                0.98261,                0.78952,                 1.3774,              0.0010496,              0.0010496,              0.0010496
                     26,                0.96033,                0.80699,                 1.3033,                0.87466,                0.86799,                0.90982,                0.67977,                 0.9433,                0.76657,                 1.3636,                0.00101,                0.00101,                0.00101
                     27,                0.97433,                0.84303,                 1.3035,                0.75851,                0.85572,                0.87607,                0.64522,                 0.9942,                0.79719,                 1.4093,              0.0009704,              0.0009704,              0.0009704
                     28,                0.99378,                0.82024,                 1.3206,                 0.8939,                0.88025,                0.92771,                 0.7026,                0.91023,                 0.6649,                 1.3327,              0.0009308,              0.0009308,              0.0009308
                     29,                0.90199,                0.70834,                 1.2539,                0.91476,                0.85423,                0.91412,                 0.7026,                0.89716,                0.69841,                 1.3136,              0.0008912,              0.0008912,              0.0008912
                     30,                0.92847,                0.76897,                 1.2806,                0.82746,                0.86567,                0.90716,                0.67255,                0.95396,                0.74872,                 1.3389,              0.0008516,              0.0008516,              0.0008516
                     31,                0.89425,                0.72777,                 1.2585,                0.88815,                0.90864,                0.92291,                0.70103,                0.91976,                0.66625,                 1.3369,               0.000812,               0.000812,               0.000812
                     32,                0.90245,                0.71861,                 1.2611,                 0.8689,                 0.8806,                0.90371,                0.66831,                0.94197,                0.71492,                 1.3365,              0.0007724,              0.0007724,              0.0007724
                     33,                0.92648,                 0.7483,                  1.269,                0.84011,                0.87562,                0.88636,                 0.6507,                0.97913,                0.75544,                 1.3515,              0.0007328,              0.0007328,              0.0007328
                     34,                0.90175,                0.69024,                 1.2672,                 0.8698,                0.86567,                0.90721,                0.68289,                0.93448,                0.72635,                 1.3141,              0.0006932,              0.0006932,              0.0006932
                     35,                0.89977,                 0.7042,                 1.2751,                0.85488,                 0.8499,                0.90469,                0.67922,                0.92577,                0.73452,                 1.3192,              0.0006536,              0.0006536,              0.0006536
                     36,                 0.8777,                0.71685,                 1.2227,                0.89938,                0.84497,                0.92072,                0.69899,                 0.9001,                0.68773,                 1.3152,               0.000614,               0.000614,               0.000614
                     37,                0.91466,                0.71643,                 1.2797,                0.90702,                0.85075,                0.93032,                0.71375,                0.88439,                0.66074,                 1.2931,              0.0005744,              0.0005744,              0.0005744
                     38,                0.86728,                0.68309,                 1.2412,                0.86808,                0.88397,                0.92737,                0.71733,                0.88893,                0.67825,                 1.2961,              0.0005348,              0.0005348,              0.0005348
                     39,                0.84547,                0.64954,                 1.2009,                0.87698,                0.88664,                0.90328,                0.68887,                0.92012,                0.70581,                 1.3512,              0.0004952,              0.0004952,              0.0004952
                     40,                0.87083,                0.65347,                 1.2503,                0.87134,                0.90972,                0.92327,                0.70282,                0.92651,                0.68331,                  1.324,              0.0004556,              0.0004556,              0.0004556
                     41,                0.76844,                0.53487,                 1.1854,                0.88684,                0.87562,                 0.9175,                0.70602,                 0.9218,                0.68399,                 1.3234,               0.000416,               0.000416,               0.000416
                     42,                0.71891,                0.53764,                 1.1373,                 0.9348,                0.85572,                0.91782,                0.71228,                0.86685,                0.66914,                  1.293,              0.0003764,              0.0003764,              0.0003764
                     43,                0.74847,                0.54333,                 1.1871,                0.90155,                0.89055,                 0.9368,                0.72475,                0.85974,                0.62457,                 1.2812,              0.0003368,              0.0003368,              0.0003368
                     44,                0.70568,                0.47935,                 1.1306,                0.91989,                0.85691,                0.93345,                0.73505,                0.85473,                0.62779,                 1.2576,              0.0002972,              0.0002972,              0.0002972
                     45,                0.72519,                0.48426,                  1.172,                0.92217,                0.88416,                0.93061,                0.72913,                0.84506,                0.61708,                 1.2512,              0.0002576,              0.0002576,              0.0002576
                     46,                0.69779,                0.47996,                 1.1232,                0.92079,                0.88557,                0.94007,                0.73797,                0.83882,                0.57643,                 1.2521,               0.000218,               0.000218,               0.000218
                     47,                0.68373,                0.48457,                 1.1286,                0.88794,                0.88557,                0.91677,                0.71764,                0.84231,                0.60471,                 1.2597,              0.0001784,              0.0001784,              0.0001784
                     48,                0.67772,                0.46647,                 1.1157,                0.89479,                0.88858,                0.93418,                0.72993,                 0.8468,                0.59719,                 1.2672,              0.0001388,              0.0001388,              0.0001388
                     49,                0.67615,                0.47354,                 1.1283,                0.91105,                 0.8806,                0.93529,                0.73263,                0.83899,                0.59498,                 1.2614,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.67424,                0.45653,                 1.1275,                0.89257,                0.90935,                0.93708,                0.73269,                0.83353,                0.57408,                 1.2524,               5.96e-05,               5.96e-05,               5.96e-05
